time,ECG,BR
5.945,1.476,29.9
5.95,1.498,29.9
5.955,1.522,29.9
5.96,1.484,29.9
5.965,1.462,29.9
5.97,1.484,29.9
5.975,1.513,29.9
5.98,1.484,29.9
5.985,1.469,29.9
5.99,1.485,29.9
5.995,1.504,29.9
6,1.466,29.9
6.005,1.449,29.9
6.01,1.468,30
6.015,1.5,30
6.02,1.473,30
6.025,1.456,30
6.03,1.474,29.9
6.035,1.498,30
6.04,1.466,30
6.045,1.451,29.9
6.05,1.473,29.9
6.055,1.492,29.9
6.06,1.457,29.9
6.065,1.445,29.9
6.07,1.478,29.9
6.075,1.507,29.9
6.08,1.48,29.9
6.085,1.469,29.9
6.09,1.489,29.9
6.095,1.514,29.9
6.1,1.482,29.9
6.105,1.468,29.9
6.11,1.494,29.9
6.115,1.527,29.8
6.12,1.494,29.8
6.125,1.485,29.8
6.13,1.504,29.8
6.135,1.523,29.8
6.14,1.497,29.8
6.145,1.482,29.8
6.15,1.501,29.9
6.155,1.532,29.8
6.16,1.507,29.8
6.165,1.505,29.8
6.17,1.528,29.8
6.175,1.554,29.8
6.18,1.52,29.8
6.185,1.507,29.8
6.19,1.533,29.8
6.195,1.562,29.8
6.2,1.538,29.8
6.205,1.535,29.8
6.21,1.576,29.9
6.215,1.611,29.9
6.22,1.599,29.9
6.225,1.591,29.9
6.23,1.61,29.9
6.235,1.626,29.8
6.24,1.581,29.8
6.245,1.56,29.8
6.25,1.567,29.8
6.255,1.565,29.9
6.26,1.517,29.8
6.265,1.494,29.8
6.27,1.519,29.8
6.275,1.55,29.8
6.28,1.513,29.7
6.285,1.498,29.8
6.29,1.522,29.8
6.295,1.554,29.8
6.3,1.52,29.8
6.305,1.505,29.7
6.31,1.524,29.7
6.315,1.55,29.7
6.32,1.521,29.7
6.325,1.508,29.8
6.33,1.526,29.8
6.335,1.518,29.8
6.34,1.428,29.8
6.345,1.375,29.7
6.35,1.451,29.7
6.355,1.673,29.8
6.36,1.953,29.8
6.365,2.377,29.8
6.37,2.808,29.8
6.375,3.076,29.7
6.38,3.023,29.8
6.385,2.809,29.8
6.39,2.353,29.8
6.395,1.64,29.8
6.4,1.144,29.7
6.405,0.901,29.7
6.41,0.831,29.7
6.415,0.869,29.7
6.42,0.847,29.8
6.425,0.819,29.8
6.43,0.831,29.8
6.435,0.896,29.8
6.44,0.875,29.8
6.445,0.858,29.8
6.45,0.901,29.8
6.455,0.983,29.8
6.46,1.074,29.7
6.465,1.24,29.7
6.47,1.448,29.7
6.475,1.629,29.8
6.48,1.687,29.8
6.485,1.708,29.8
6.49,1.739,29.8
6.495,1.775,29.8
6.5,1.756,29.9
6.505,1.754,29.8
6.51,1.782,29.8
6.515,1.811,29.8
6.52,1.783,29.8
6.525,1.774,29.8
6.53,1.805,29.8
6.535,1.833,29.8
6.54,1.808,29.7
6.545,1.804,29.7
6.55,1.833,29.7
6.555,1.861,29.7
6.56,1.842,29.7
6.565,1.853,29.6
6.57,1.889,29.6
6.575,1.932,29.6
6.58,1.913,29.6
6.585,1.925,29.6
6.59,1.971,29.5
6.595,2.024,29.5
6.6,2.02,29.5
6.605,2.036,29.5
6.61,2.077,29.5
6.615,2.124,29.6
6.62,2.114,29.6
6.625,2.116,29.6
6.63,2.151,29.6
6.635,2.187,29.6
6.64,2.159,29.6
6.645,2.141,29.7
6.65,2.149,29.7
6.655,2.151,29.7
6.66,2.085,29.7
6.665,2.033,29.6
6.67,2.009,29.6
6.675,1.981,29.6
6.68,1.896,29.6
6.685,1.84,29.7
6.69,1.822,29.7
6.695,1.802,29.6
6.7,1.724,29.6
6.705,1.677,29.6
6.71,1.677,29.6
6.715,1.669,29.6
6.72,1.604,29.6
6.725,1.571,29.7
6.73,1.583,29.7
6.735,1.591,29.7
6.74,1.534,29.7
6.745,1.516,29.6
6.75,1.535,29.6
6.755,1.545,29.6
6.76,1.506,29.6
6.765,1.492,29.6
6.77,1.515,29.6
6.775,1.53,29.6
6.78,1.492,29.6
6.785,1.48,29.6
6.79,1.506,29.7
6.795,1.523,29.6
6.8,1.492,29.6
6.805,1.481,29.6
6.81,1.502,29.6
6.815,1.522,29.6
6.82,1.482,29.6
6.825,1.461,29.7
6.83,1.492,29.7
6.835,1.515,29.7
6.84,1.48,29.7
6.845,1.465,29.7
6.85,1.486,29.7
6.855,1.506,29.7
6.86,1.476,29.7
6.865,1.468,29.7
6.87,1.484,29.7
6.875,1.506,29.7
6.88,1.476,29.6
6.885,1.467,29.6
6.89,1.482,29.6
6.895,1.499,29.6
6.9,1.458,29.7
6.905,1.448,29.6
6.91,1.472,29.6
6.915,1.496,29.7
6.92,1.46,29.7
6.925,1.449,29.7
6.93,1.48,29.7
6.935,1.502,29.6
6.94,1.468,29.6
6.945,1.46,29.7
6.95,1.484,29.7
6.955,1.506,29.7
6.96,1.474,29.7
6.965,1.46,29.7
6.97,1.48,29.7
6.975,1.504,29.7
6.98,1.476,29.8
6.985,1.472,29.8
6.99,1.5,29.8
6.995,1.522,29.8
7,1.482,29.8
7.005,1.474,29.8
7.01,1.507,29.8
7.015,1.531,29.8
7.02,1.499,29.7
7.025,1.486,29.7
7.03,1.507,29.7
7.035,1.532,29.7
7.04,1.506,29.7
7.045,1.496,29.7
7.05,1.518,29.7
7.055,1.538,29.7
7.06,1.511,29.6
7.065,1.508,29.6
7.07,1.527,29.5
7.075,1.546,29.5
7.08,1.52,29.6
7.085,1.526,29.6
7.09,1.556,29.6
7.095,1.589,29.6
7.1,1.578,29.6
7.105,1.592,29.6
7.11,1.623,29.6
7.115,1.631,29.6
7.12,1.579,29.5
7.125,1.564,29.5
7.13,1.587,29.4
7.135,1.587,29.3
7.14,1.531,29.3
7.145,1.506,29.3
7.15,1.518,29.3
7.155,1.53,29.2
7.16,1.496,29.1
7.165,1.498,29
7.17,1.528,28.9
7.175,1.544,28.9
7.18,1.51,28.8
7.185,1.503,28.8
7.19,1.53,28.8
7.195,1.555,28.7
7.2,1.522,28.6
7.205,1.513,28.6
7.21,1.544,28.6
7.215,1.551,28.6
7.22,1.47,28.6
7.225,1.4,28.6
7.23,1.414,28.5
7.235,1.537,28.5
7.24,1.73,28.5
7.245,2.081,28.4
7.25,2.537,28.4
7.255,2.899,28.3
7.26,2.972,28.3
7.265,2.844,28.3
7.27,2.59,28.2
7.275,1.996,28.3
7.28,1.317,28.2
7.285,0.982,28.2
7.29,0.854,28.2
7.295,0.859,28.2
7.3,0.851,28.1
7.305,0.827,28.1
7.31,0.837,28.1
7.315,0.872,28.2
7.32,0.877,28.2
7.325,0.852,28.1
7.33,0.882,28.1
7.335,0.937,28
7.34,0.982,28
7.345,1.116,28
7.35,1.326,28
7.355,1.53,28
7.36,1.641,28
7.365,1.71,28
7.37,1.753,27.9
7.375,1.775,27.9
7.38,1.752,27.9
7.385,1.755,27.9
7.39,1.794,27.8
7.395,1.823,27.8
7.4,1.796,27.8
7.405,1.79,27.8
7.41,1.818,27.8
7.415,1.842,27.8
7.42,1.813,27.8
7.425,1.816,27.8
7.43,1.85,27.8
7.435,1.874,27.7
7.44,1.85,27.7
7.445,1.856,27.7
7.45,1.893,27.7
7.455,1.93,27.7
7.46,1.914,27.7
7.465,1.934,27.6
7.47,1.982,27.7
7.475,2.021,27.6
7.48,2.014,27.6
7.485,2.025,27.6
7.49,2.068,27.5
7.495,2.112,27.5
7.5,2.098,27.5
7.505,2.105,27.5
7.51,2.141,27.4
7.515,2.171,27.4
7.52,2.153,27.4
7.525,2.153,27.4
7.53,2.175,27.4
7.535,2.169,27.4
7.54,2.109,27.3
7.545,2.07,27.4
7.55,2.055,27.4
7.555,2.03,27.4
7.56,1.949,27.4
7.565,1.898,27.3
7.57,1.882,27.3
7.575,1.859,27.2
7.58,1.79,27.2
7.585,1.74,27.2
7.59,1.723,27.2
7.595,1.709,27.2
7.6,1.643,27.3
7.605,1.615,27.3
7.61,1.619,27.2
7.615,1.616,27.3
7.62,1.559,27.3
7.625,1.539,27.2
7.63,1.554,27.2
7.635,1.557,27.1
7.64,1.515,27.1
7.645,1.509,27.1
7.65,1.542,27.1
7.655,1.552,27.1
7.66,1.514,27.1
7.665,1.503,27
7.67,1.526,27.1
7.675,1.542,27.1
7.68,1.498,27.1
7.685,1.49,27.1
7.69,1.509,27
7.695,1.534,27
7.7,1.499,27
7.705,1.498,27
7.71,1.526,27
7.715,1.541,27.1
7.72,1.5,27.1
7.725,1.49,27
7.73,1.514,27
7.735,1.527,27
7.74,1.486,27
7.745,1.48,27.1
7.75,1.507,27.1
7.755,1.513,27
7.76,1.48,27
7.765,1.468,26.9
7.77,1.493,26.9
7.775,1.516,26.9
7.78,1.484,26.9
7.785,1.481,26.9
7.79,1.511,26.8
7.795,1.518,26.8
7.8,1.477,26.8
7.805,1.472,26.8
7.81,1.502,26.8
7.815,1.51,26.8
7.82,1.477,26.8
7.825,1.48,26.7
7.83,1.505,26.8
7.835,1.514,26.8
7.84,1.484,26.8
7.845,1.486,26.8
7.85,1.516,26.7
7.855,1.521,26.7
7.86,1.485,26.6
7.865,1.486,26.6
7.87,1.512,26.6
7.875,1.523,26.7
7.88,1.492,26.7
7.885,1.494,26.7
7.89,1.528,26.7
7.895,1.536,26.7
7.9,1.499,26.7
7.905,1.496,26.6
7.91,1.527,26.6
7.915,1.543,26.6
7.92,1.51,26.6
7.925,1.509,26.6
7.93,1.528,26.6
7.935,1.538,26.6
7.94,1.516,26.5
7.945,1.532,26.6
7.95,1.579,26.6
7.955,1.604,26.6
7.96,1.579,26.6
7.965,1.588,26.6
7.97,1.621,26.5
7.975,1.618,26.6
7.98,1.579,26.5
7.985,1.565,26.5
7.99,1.574,26.5
7.995,1.566,26.5
8,1.508,26.5
8.005,1.492,26.4
8.01,1.517,26.4
8.015,1.542,26.4
8.02,1.514,26.5
8.025,1.503,26.6
8.03,1.532,26.5
8.035,1.55,26.5
8.04,1.517,26.6
8.045,1.511,26.6
8.05,1.545,26.6
8.055,1.558,26.5
8.06,1.517,26.5
8.065,1.513,26.6
8.07,1.525,26.6
8.075,1.49,26.6
8.08,1.415,26.6
8.085,1.44,26.6
8.09,1.616,26.6
8.095,1.874,26.6
8.1,2.224,26.6
8.105,2.595,26.6
8.11,2.872,26.7
8.115,2.913,26.6
8.12,2.723,26.7
8.125,2.351,26.7
8.13,1.702,26.8
8.135,1.217,26.8
8.14,0.95,26.9
8.145,0.855,26.9
8.15,0.912,26.9
8.155,0.952,27
8.16,0.917,27
8.165,0.925,27.1
8.17,0.996,27.1
8.175,1.026,27.2
8.18,0.954,27.3
8.185,0.958,27.4
8.19,1.014,27.4
8.195,1.112,27.4
8.2,1.208,27.4
8.205,1.371,27.5
8.21,1.559,27.6
8.215,1.685,27.7
8.22,1.703,27.7
8.225,1.714,27.7
8.23,1.75,27.8
8.235,1.778,27.8
8.24,1.743,27.9
8.245,1.748,27.9
8.25,1.79,27.9
8.255,1.81,27.9
8.26,1.782,28
8.265,1.791,28.1
8.27,1.826,28.1
8.275,1.84,28
8.28,1.81,28.1
8.285,1.814,28.2
8.29,1.856,28.2
8.295,1.88,28.3
8.3,1.857,28.3
8.305,1.869,28.4
8.31,1.906,28.4
8.315,1.927,28.4
8.32,1.919,28.5
8.325,1.951,28.5
8.33,2.006,28.5
8.335,2.037,28.5
8.34,2.021,28.5
8.345,2.041,28.6
8.35,2.09,28.7
8.355,2.118,28.7
8.36,2.089,28.8
8.365,2.103,28.8
8.37,2.145,28.7
8.375,2.159,28.7
8.38,2.122,28.7
8.385,2.109,28.7
8.39,2.122,28.8
8.395,2.095,28.8
8.4,2.014,28.9
8.405,1.969,28.9
8.41,1.953,28.9
8.415,1.912,28.9
8.42,1.832,28.9
8.425,1.792,28.9
8.43,1.786,29
8.435,1.754,29
8.44,1.685,29
8.445,1.651,29.1
8.45,1.652,29.1
8.455,1.636,29.1
8.46,1.57,29.1
8.465,1.55,29.1
8.47,1.559,29.2
8.475,1.556,29.2
8.48,1.506,29.2
8.485,1.503,29.2
8.49,1.526,29.2
8.495,1.534,29.2
8.5,1.501,29.2
8.505,1.494,29.2
8.51,1.52,29.2
8.515,1.53,29.3
8.52,1.498,29.3
8.525,1.499,29.3
8.53,1.524,29.3
8.535,1.523,29.3
8.54,1.49,29.3
8.545,1.489,29.3
8.55,1.518,29.3
8.555,1.524,29.3
8.56,1.485,29.3
8.565,1.486,29.4
8.57,1.518,29.4
8.575,1.526,29.4
8.58,1.48,29.5
8.585,1.48,29.5
8.59,1.505,29.5
8.595,1.509,29.5
8.6,1.464,29.6
8.605,1.465,29.6
8.61,1.502,29.6
8.615,1.508,29.6
8.62,1.464,29.5
8.625,1.458,29.5
8.63,1.492,29.5
8.635,1.497,29.5
8.64,1.457,29.5
8.645,1.451,29.5
8.65,1.478,29.6
8.655,1.494,29.5
8.66,1.462,29.5
8.665,1.464,29.5
8.67,1.49,29.5
8.675,1.5,29.5
8.68,1.46,29.6
8.685,1.455,29.5
8.69,1.488,29.5
8.695,1.498,29.5
8.7,1.466,29.6
8.705,1.469,29.6
8.71,1.502,29.6
8.715,1.503,29.6
8.72,1.461,29.6
8.725,1.468,29.6
8.73,1.509,29.6
8.735,1.518,29.6
8.74,1.486,29.6
8.745,1.486,29.6
8.75,1.513,29.6
8.755,1.521,29.5
8.76,1.482,29.5
8.765,1.488,29.5
8.77,1.525,29.5
8.775,1.542,29.6
8.78,1.515,29.5
8.785,1.515,29.6
8.79,1.53,29.5
8.795,1.535,29.6
8.8,1.518,29.5
8.805,1.54,29.5
8.81,1.601,29.5
8.815,1.627,29.5
8.82,1.606,29.5
8.825,1.601,29.5
8.83,1.625,29.6
8.835,1.623,29.5
8.84,1.58,29.5
8.845,1.564,29.5
8.85,1.567,29.4
8.855,1.546,29.4
8.86,1.501,29.4
8.865,1.497,29.5
8.87,1.528,29.5
8.875,1.538,29.5
8.88,1.502,29.6
8.885,1.498,29.6
8.89,1.533,29.6
8.895,1.538,29.5
8.9,1.508,29.5
8.905,1.509,29.5
8.91,1.545,29.5
8.915,1.546,29.5
8.92,1.503,29.5
8.925,1.51,29.5
8.93,1.523,29.6
8.935,1.472,29.6
8.94,1.376,29.6
8.945,1.395,29.5
8.95,1.594,29.5
8.955,1.876,29.5
8.96,2.26,29.4
8.965,2.688,29.5
8.97,3.006,29.4
8.975,3.06,29.4
8.98,2.867,29.5
8.985,2.478,29.5
8.99,1.786,29.5
8.995,1.246,29.5
9,0.929,29.5
9.005,0.807,29.6
9.01,0.845,29.6
9.015,0.863,29.5
9.02,0.803,29.5
9.025,0.788,29.4
9.03,0.853,29.4
9.035,0.882,29.4
9.04,0.824,29.5
9.045,0.844,29.6
9.05,0.922,29.6
9.055,1.044,29.6
9.06,1.187,29.6
9.065,1.388,29.6
9.07,1.592,29.5
9.075,1.703,29.6
9.08,1.712,29.5
9.085,1.735,29.5
9.09,1.78,29.5
9.095,1.796,29.6
9.1,1.766,29.6
9.105,1.778,29.5
9.11,1.812,29.6
9.115,1.814,29.6
9.12,1.774,29.6
9.125,1.785,29.7
9.13,1.83,29.6
9.135,1.844,29.6
9.14,1.81,29.5
9.145,1.824,29.5
9.15,1.864,29.5
9.155,1.877,29.4
9.16,1.853,29.5
9.165,1.877,29.5
9.17,1.923,29.6
9.175,1.94,29.6
9.18,1.928,29.7
9.185,1.958,29.7
9.19,2.013,29.7
9.195,2.037,29.6
9.2,2.024,29.6
9.205,2.049,29.6
9.21,2.107,29.6
9.215,2.129,29.6
9.22,2.109,29.6
9.225,2.127,29.6
9.23,2.178,29.6
9.235,2.185,29.6
9.24,2.144,29.6
9.245,2.143,29.6
9.25,2.162,29.6
9.255,2.126,29.6
9.26,2.043,29.6
9.265,2.001,29.7
9.27,1.994,29.6
9.275,1.954,29.7
9.28,1.869,29.6
9.285,1.82,29.6
9.29,1.806,29.6
9.295,1.766,29.6
9.3,1.683,29.6
9.305,1.657,29.6
9.31,1.663,29.6
9.315,1.636,29.6
9.32,1.574,29.7
9.325,1.566,29.7
9.33,1.574,29.6
9.335,1.556,29.6
9.34,1.498,29.6
9.345,1.5,29.5
9.35,1.537,29.6
9.355,1.535,29.7
9.36,1.494,29.7
9.365,1.492,29.7
9.37,1.518,29.7
9.375,1.52,29.6
9.38,1.478,29.6
9.385,1.476,29.6
9.39,1.508,29.5
9.395,1.518,29.5
9.4,1.49,29.5
9.405,1.492,29.5
9.41,1.522,29.6
9.415,1.518,29.6
9.42,1.484,29.6
9.425,1.486,29.6
9.43,1.51,29.7
9.435,1.525,29.7
9.44,1.518,29.7
9.445,1.587,29.7
9.45,1.718,29.6
9.455,1.847,29.6
9.46,2.005,29.7
9.465,2.242,29.7
9.47,2.49,29.7
9.475,2.682,29.7
9.48,2.833,29.7
9.485,2.963,29.7
9.49,2.913,29.6
9.495,2.701,29.6
9.5,2.427,29.6
9.505,2.167,29.6
9.51,1.952,29.6
9.515,1.817,29.6
9.52,1.72,29.6
9.525,1.689,29.6
9.53,1.641,29.6
9.535,1.55,29.7
9.54,1.453,29.6
9.545,1.459,29.6
9.55,1.518,29.6
9.555,1.541,29.5
9.56,1.49,29.5
9.565,1.42,29.5
9.57,1.285,29.5
9.575,1.197,29.6
9.58,1.168,29.6
9.585,1.2,29.6
9.59,1.247,29.6
9.595,1.24,29.5
9.6,1.196,29.5
9.605,1.201,29.5
9.61,1.247,29.4
9.615,1.253,29.4
9.62,1.22,29.4
9.625,1.237,29.4
9.63,1.28,29.5
9.635,1.286,29.5
9.64,1.261,29.5
9.645,1.283,29.6
9.65,1.343,29.5
9.655,1.369,29.5
9.66,1.353,29.4
9.665,1.392,29.4
9.67,1.464,29.4
9.675,1.489,29.4
9.68,1.484,29.4
9.685,1.524,29.4
9.69,1.592,29.4
9.695,1.63,29.4
9.7,1.62,29.4
9.705,1.644,29.4
9.71,1.695,29.4
9.715,1.712,29.4
9.72,1.679,29.4
9.725,1.685,29.3
9.73,1.721,29.3
9.735,1.73,29.3
9.74,1.705,29.3
9.745,1.724,29.3
9.75,1.782,29.3
9.755,1.797,29.3
9.76,1.767,29.3
9.765,1.778,29.2
9.77,1.811,29.3
9.775,1.802,29.2
9.78,1.75,29.2
9.785,1.729,29.3
9.79,1.726,29.2
9.795,1.681,29.2
9.8,1.599,29.2
9.805,1.571,29.3
9.81,1.571,29.3
9.815,1.526,29.3
9.82,1.454,29.3
9.825,1.433,29.3
9.83,1.445,29.3
9.835,1.427,29.3
9.84,1.367,29.3
9.845,1.346,29.2
9.85,1.365,29.2
9.855,1.357,29.2
9.86,1.316,29.2
9.865,1.323,29.2
9.87,1.354,29.2
9.875,1.357,29.2
9.88,1.316,29.2
9.885,1.32,29.2
9.89,1.363,29.2
9.895,1.365,29.2
9.9,1.335,29.1
9.905,1.341,29.1
9.91,1.384,29.1
9.915,1.387,29
9.92,1.355,29.1
9.925,1.369,29
9.93,1.408,29.1
9.935,1.402,29.2
9.94,1.365,29.2
9.945,1.375,29.2
9.95,1.416,29.1
9.955,1.416,29.1
9.96,1.391,29.1
9.965,1.405,29.1
9.97,1.441,29.2
9.975,1.434,29.1
9.98,1.392,29.1
9.985,1.411,29.1
9.99,1.456,29.1
9.995,1.452,29.1
10,1.415,29.1
10.005,1.427,29.1
10.01,1.468,29.1
10.015,1.469,29.1
10.02,1.425,29.1
10.025,1.432,29
10.03,1.476,29.1
10.035,1.485,29.1
10.04,1.444,29.1
10.045,1.452,29.1
10.05,1.492,29.1
10.055,1.494,29.1
10.06,1.459,29.1
10.065,1.465,29.2
10.07,1.499,29.2
10.075,1.5,29.1
10.08,1.47,29.1
10.085,1.48,29
10.09,1.526,29
10.095,1.522,29.1
10.1,1.484,29.1
10.105,1.498,29.2
10.11,1.534,29.2
10.115,1.523,29.1
10.12,1.484,29
10.125,1.501,29
10.13,1.543,29
10.135,1.541,29
10.14,1.506,29
10.145,1.517,29
10.15,1.556,29.1
10.155,1.551,29.1
10.16,1.516,29.1
10.165,1.527,29
10.17,1.565,29
10.175,1.559,28.9
10.18,1.52,28.9
10.185,1.531,29
10.19,1.576,29
10.195,1.571,29.1
10.2,1.533,29.1
10.205,1.545,29.1
10.21,1.587,29.1
10.215,1.579,29
10.22,1.534,29
10.225,1.548,29.1
10.23,1.593,29.1
10.235,1.591,29.1
10.24,1.558,29.1
10.245,1.57,29
10.25,1.606,29
10.255,1.598,29
10.26,1.557,29
10.265,1.569,29
10.27,1.608,29
10.275,1.607,29
10.28,1.576,28.9
10.285,1.582,29
10.29,1.615,29
10.295,1.611,29.1
10.3,1.575,29.1
10.305,1.587,29
10.31,1.625,29
10.315,1.62,29
10.32,1.574,29
10.325,1.587,29
10.33,1.634,29
10.335,1.625,29
10.34,1.585,29
10.345,1.595,29
10.35,1.642,29
10.355,1.642,29
10.36,1.604,29.1
10.365,1.609,29.1
10.37,1.644,29.1
10.375,1.639,29.1
10.38,1.6,29.1
10.385,1.603,29.2
10.39,1.639,29.2
10.395,1.634,29.2
10.4,1.601,29.2
10.405,1.611,29.2
10.41,1.653,29.2
10.415,1.647,29.2
10.42,1.602,29.2
10.425,1.613,29.3
10.43,1.653,29.3
10.435,1.643,29.3
10.44,1.614,29.3
10.445,1.627,29.3
10.45,1.661,29.3
10.455,1.655,29.3
10.46,1.615,29.4
10.465,1.628,29.3
10.47,1.671,29.4
10.475,1.669,29.4
10.48,1.63,29.4
10.485,1.645,29.4
10.49,1.691,29.4
10.495,1.693,29.4
10.5,1.667,29.5
10.505,1.692,29.5
10.51,1.738,29.4
10.515,1.728,29.5
10.52,1.683,29.5
10.525,1.691,29.5
10.53,1.726,29.5
10.535,1.699,29.5
10.54,1.637,29.5
10.545,1.623,29.4
10.55,1.646,29.4
10.555,1.631,29.4
10.56,1.588,29.4
10.565,1.604,29.3
10.57,1.649,29.3
10.575,1.64,29.3
10.58,1.601,29.3
10.585,1.615,29.3
10.59,1.657,29.3
10.595,1.639,29.3
10.6,1.599,29.3
10.605,1.611,29.2
10.61,1.651,29.1
10.615,1.63,29.1
10.62,1.55,29
10.625,1.514,29
10.63,1.56,28.9
10.635,1.671,28.8
10.64,1.85,28.8
10.645,2.213,28.8
10.65,2.666,28.7
10.655,2.993,28.7
10.66,3.074,28.6
10.665,2.978,28.6
10.67,2.742,28.5
10.675,2.111,28.6
10.68,1.435,28.5
10.685,1.135,28.4
10.69,1.044,28.4
10.695,1.019,28.3
10.7,0.987,28.2
10.705,0.977,28.2
10.71,0.99,28.2
10.715,0.983,28.2
10.72,0.982,28.2
10.725,0.97,28.2
10.73,1.014,28.2
10.735,1.03,28.1
10.74,1.044,28
10.745,1.179,28
10.75,1.385,28
10.755,1.54,28
10.76,1.634,28
10.765,1.717,27.9
10.77,1.784,27.8
10.775,1.775,27.8
10.78,1.734,27.8
10.785,1.746,27.8
10.79,1.796,27.8
10.795,1.798,27.9
10.8,1.766,27.8
10.805,1.777,27.7
10.81,1.821,27.6
10.815,1.817,27.6
10.82,1.779,27.6
10.825,1.796,27.6
10.83,1.845,27.5
10.835,1.842,27.5
10.84,1.809,27.4
10.845,1.831,27.4
10.85,1.875,27.5
10.855,1.873,27.5
10.86,1.842,27.4
10.865,1.85,27.4
10.87,1.893,27.4
10.875,1.897,27.4
10.88,1.872,27.4
10.885,1.888,27.4
10.89,1.937,27.4
10.895,1.946,27.3
10.9,1.927,27.3
10.905,1.961,27.3
10.91,2.02,27.3
10.915,2.018,27.3
10.92,1.994,27.2
10.925,2.032,27.2
10.93,2.087,27.1
10.935,2.089,27.1
10.94,2.067,27.1
10.945,2.095,27.1
10.95,2.143,27.1
10.955,2.136,27
10.96,2.087,27
10.965,2.077,27
10.97,2.094,27
10.975,2.06,27
10.98,1.986,26.9
10.985,1.969,26.9
10.99,1.984,26.9
10.995,1.935,26.9
11,1.855,26.9
11.005,1.831,26.9
11.01,1.838,26.9
11.015,1.796,26.9
11.02,1.727,26.8
11.025,1.709,26.8
11.03,1.722,26.8
11.035,1.691,26.8
11.04,1.636,26.8
11.045,1.631,26.8
11.05,1.66,26.8
11.055,1.641,26.8
11.06,1.593,26.8
11.065,1.587,26.8
11.07,1.615,26.7
11.075,1.599,26.6
11.08,1.559,26.7
11.085,1.566,26.6
11.09,1.599,26.6
11.095,1.588,26.6
11.1,1.552,26.6
11.105,1.554,26.6
11.11,1.587,26.6
11.115,1.571,26.6
11.12,1.528,26.6
11.125,1.533,26.6
11.13,1.56,26.5
11.135,1.546,26.6
11.14,1.501,26.6
11.145,1.507,26.7
11.15,1.544,26.7
11.155,1.53,26.6
11.16,1.489,26.5
11.165,1.49,26.5
11.17,1.523,26.5
11.175,1.504,26.5
11.18,1.461,26.5
11.185,1.464,26.4
11.19,1.5,26.4
11.195,1.492,26.5
11.2,1.451,26.4
11.205,1.448,26.4
11.21,1.488,26.4
11.215,1.477,26.4
11.22,1.445,26.3
11.225,1.453,26.3
11.23,1.492,26.2
11.235,1.494,26.3
11.24,1.459,26.3
11.245,1.461,26.2
11.25,1.498,26.2
11.255,1.488,26.2
11.26,1.452,26.3
11.265,1.462,26.3
11.27,1.5,26.3
11.275,1.484,26.3
11.28,1.458,26.3
11.285,1.481,26.3
11.29,1.535,26.2
11.295,1.542,26.3
11.3,1.516,26.2
11.305,1.536,26.2
11.31,1.579,26.2
11.315,1.548,26.1
11.32,1.506,26.2
11.325,1.513,26.2
11.33,1.534,26.2
11.335,1.49,26.2
11.34,1.431,26.1
11.345,1.44,26.1
11.35,1.488,26.1
11.355,1.486,26.1
11.36,1.451,26.1
11.365,1.466,26
11.37,1.502,26
11.375,1.486,26
11.38,1.452,26
11.385,1.457,26
11.39,1.498,26
11.395,1.493,26
11.4,1.459,26
11.405,1.472,26
11.41,1.502,25.9
11.415,1.463,25.9
11.42,1.387,25.9
11.425,1.388,26
11.43,1.539,26
11.435,1.732,26
11.44,2.024,26
11.445,2.415,26
11.45,2.742,25.9
11.455,2.821,26
11.46,2.688,26
11.465,2.448,26
11.47,1.914,26
11.475,1.3,26
11.48,0.971,26
11.485,0.872,25.9
11.49,0.935,25.9
11.495,0.975,25.9
11.5,0.927,25.9
11.505,0.948,25.9
11.51,1.038,25.9
11.515,1.07,25.9
11.52,1.009,25.9
11.525,0.996,25.9
11.53,1.044,25.9
11.535,1.08,25.9
11.54,1.143,25.9
11.545,1.295,25.9
11.55,1.489,25.8
11.555,1.608,25.9
11.56,1.643,25.9
11.565,1.681,25.8
11.57,1.725,25.9
11.575,1.721,25.9
11.58,1.689,25.9
11.585,1.704,26
11.59,1.762,26
11.595,1.762,25.9
11.6,1.724,25.9
11.605,1.745,25.8
11.61,1.802,25.9
11.615,1.794,25.8
11.62,1.766,25.8
11.625,1.782,25.8
11.63,1.834,25.8
11.635,1.828,25.9
11.64,1.807,25.9
11.645,1.834,26
11.65,1.89,25.9
11.655,1.892,25.9
11.66,1.869,25.9
11.665,1.901,25.9
11.67,1.969,25.9
11.675,1.97,25.9
11.68,1.949,25.9
11.685,1.984,26
11.69,2.04,25.9
11.695,2.038,25.9
11.7,2.016,25.9
11.705,2.038,25.9
11.71,2.089,26
11.715,2.077,26.1
11.72,2.034,26.1
11.725,2.029,26.1
11.73,2.048,26.1
11.735,2.007,26
11.74,1.926,26.1
11.745,1.893,26.2
11.75,1.902,26.1
11.755,1.853,26.2
11.76,1.774,26.2
11.765,1.743,26.2
11.77,1.75,26.3
11.775,1.699,26.3
11.78,1.631,26.4
11.785,1.616,26.4
11.79,1.635,26.5
11.795,1.595,26.6
11.8,1.534,26.6
11.805,1.53,26.7
11.81,1.548,26.7
11.815,1.522,26.7
11.82,1.482,26.8
11.825,1.48,26.9
11.83,1.511,27
11.835,1.482,27.1
11.84,1.441,27
11.845,1.468,27.1
11.85,1.51,27.1
11.855,1.489,27.1
11.86,1.448,27.3
11.865,1.461,27.3
