time,ECG,BR
259.78,1.217,26.8
259.785,0.964,26.8
259.79,0.823,26.8
259.795,0.851,26.8
259.8,0.922,26.8
259.805,0.914,26.9
259.81,0.881,26.8
259.815,0.93,27
259.82,0.993,27
259.825,0.957,27
259.83,0.93,27
259.835,0.961,26.9
259.84,1.091,26.9
259.845,1.236,27
259.85,1.377,27
259.855,1.533,27.1
259.86,1.669,27.2
259.865,1.704,27.3
259.87,1.681,27.3
259.875,1.704,27.3
259.88,1.755,27.4
259.885,1.753,27.4
259.89,1.73,27.4
259.895,1.759,27.4
259.9,1.805,27.5
259.905,1.801,27.5
259.91,1.763,27.5
259.915,1.778,27.5
259.92,1.827,27.6
259.925,1.83,27.6
259.93,1.81,27.6
259.935,1.83,27.7
259.94,1.883,27.7
259.945,1.888,27.7
259.95,1.869,27.8
259.955,1.905,27.9
259.96,1.965,27.9
259.965,1.972,27.9
259.97,1.957,28
259.975,1.986,28
259.98,2.064,28
259.985,2.095,27.9
259.99,2.087,28
259.995,2.111,28
260,2.171,28
260.005,2.174,28.1
260.01,2.149,28.1
260.015,2.179,28.2
260.02,2.231,28.2
260.025,2.211,28.2
260.03,2.15,28.3
260.035,2.123,28.3
260.04,2.126,28.3
260.045,2.065,28.3
260.05,1.967,28.3
260.055,1.922,28.3
260.06,1.909,28.3
260.065,1.842,28.3
260.07,1.743,28.4
260.075,1.707,28.4
260.08,1.712,28.4
260.085,1.664,28.4
260.09,1.589,28.4
260.095,1.562,28.4
260.1,1.578,28.5
260.105,1.544,28.5
260.11,1.493,28.5
260.115,1.49,28.5
260.12,1.521,28.5
260.125,1.494,28.6
260.13,1.448,28.6
260.135,1.456,28.7
260.14,1.496,28.8
260.145,1.471,28.8
260.15,1.434,28.8
260.155,1.448,28.8
260.16,1.481,28.7
260.165,1.458,28.8
260.17,1.427,28.8
260.175,1.443,28.8
260.18,1.485,28.8
260.185,1.472,28.9
260.19,1.436,28.9
260.195,1.454,28.9
260.2,1.5,28.9
260.205,1.48,28.9
260.21,1.44,28.9
260.215,1.456,29
260.22,1.496,29
260.225,1.472,29
260.23,1.431,29
260.235,1.441,29
260.24,1.48,29
260.245,1.464,29
260.25,1.436,29
260.255,1.451,29
260.26,1.484,29
260.265,1.464,29
260.27,1.43,29
260.275,1.444,29.1
260.28,1.486,29.1
260.285,1.472,29.1
260.29,1.441,29.1
260.295,1.455,29.1
260.3,1.504,29.1
260.305,1.484,29.2
260.31,1.435,29.2
260.315,1.443,29.2
260.32,1.484,29.2
260.325,1.467,29.2
260.33,1.435,29.1
260.335,1.448,29.2
260.34,1.488,29.2
260.345,1.476,29.3
260.35,1.445,29.3
260.355,1.472,29.2
260.36,1.518,29.2
260.365,1.5,29.2
260.37,1.466,29.3
260.375,1.486,29.3
260.38,1.537,29.3
260.385,1.506,29.3
260.39,1.461,29.3
260.395,1.476,29.3
260.4,1.528,29.3
260.405,1.528,29.3
260.41,1.509,29.3
260.415,1.539,29.3
260.42,1.596,29.2
260.425,1.579,29.3
260.43,1.545,29.3
260.435,1.554,29.3
260.44,1.595,29.3
260.445,1.547,29.4
260.45,1.478,29.4
260.455,1.48,29.4
260.46,1.538,29.4
260.465,1.515,29.4
260.47,1.468,29.3
260.475,1.484,29.4
260.48,1.537,29.4
260.485,1.516,29.4
260.49,1.477,29.4
260.495,1.488,29.4
260.5,1.537,29.4
260.505,1.52,29.4
260.51,1.492,29.4
260.515,1.502,29.4
260.52,1.542,29.4
260.525,1.518,29.5
260.53,1.464,29.5
260.535,1.44,29.6
260.54,1.456,29.5
260.545,1.474,29.5
260.55,1.611,29.5
260.555,1.901,29.5
260.56,2.337,29.5
260.565,2.726,29.5
260.57,2.969,29.6
260.575,3.018,29.6
260.58,2.901,29.6
260.585,2.51,29.5
260.59,1.749,29.5
260.595,1.182,29.5
260.6,0.937,29.5
260.605,0.795,29.5
260.61,0.776,29.5
260.615,0.812,29.6
260.62,0.843,29.6
260.625,0.802,29.6
260.63,0.786,29.7
260.635,0.839,29.6
260.64,0.856,29.6
260.645,0.833,29.6
260.65,0.823,29.5
260.655,0.945,29.5
260.66,1.175,29.5
260.665,1.364,29.5
260.67,1.514,29.6
260.675,1.647,29.6
260.68,1.755,29.6
260.685,1.758,29.7
260.69,1.741,29.7
260.695,1.767,29.7
260.7,1.822,29.6
260.705,1.806,29.6
260.71,1.771,29.6
260.715,1.795,29.6
260.72,1.857,29.7
260.725,1.842,29.6
260.73,1.809,29.6
260.735,1.832,29.7
260.74,1.889,29.7
260.745,1.876,29.7
260.75,1.852,29.6
260.755,1.876,29.6
260.76,1.933,29.6
260.765,1.926,29.6
260.77,1.921,29.7
260.775,1.961,29.7
260.78,2.032,29.8
260.785,2.047,29.8
260.79,2.061,29.8
260.795,2.102,29.8
260.8,2.167,29.7
260.805,2.169,29.6
260.81,2.169,29.6
260.815,2.207,29.7
260.82,2.268,29.7
260.825,2.257,29.8
260.83,2.243,29.8
260.835,2.262,29.8
260.84,2.301,29.8
260.845,2.244,29.8
260.85,2.178,29.8
260.855,2.151,29.8
260.86,2.143,29.8
260.865,2.057,29.8
260.87,1.961,29.8
260.875,1.915,29.7
260.88,1.897,29.8
260.885,1.817,29.8
260.89,1.742,29.9
260.895,1.717,29.9
260.9,1.722,29.9
260.905,1.657,29.9
260.91,1.597,29.9
260.915,1.579,29.9
260.92,1.595,29.9
260.925,1.551,29.9
260.93,1.51,29.8
260.935,1.511,29.8
260.94,1.538,29.8
260.945,1.506,29.9
260.95,1.477,29.9
260.955,1.482,29.9
260.96,1.52,29.9
260.965,1.494,29.8
260.97,1.46,29.8
260.975,1.471,29.9
260.98,1.511,29.8
260.985,1.49,29.9
260.99,1.47,29.9
260.995,1.486,29.8
261,1.52,29.8
261.005,1.488,29.8
261.01,1.456,29.8
261.015,1.478,29.8
261.02,1.521,29.9
261.025,1.497,29.9
261.03,1.469,29.9
261.035,1.472,29.9
261.04,1.506,29.9
261.045,1.474,29.9
261.05,1.45,29.9
261.055,1.469,29.9
261.06,1.516,29.9
261.065,1.492,29.9
261.07,1.461,29.9
261.075,1.47,30
261.08,1.504,29.8
261.085,1.472,29.9
261.09,1.448,29.8
261.095,1.468,29.8
261.1,1.509,29.9
261.105,1.482,29.9
261.11,1.452,29.9
261.115,1.452,29.9
261.12,1.478,29.9
261.125,1.455,29.8
261.13,1.435,29.8
261.135,1.452,29.9
261.14,1.494,29.9
261.145,1.467,29.8
261.15,1.449,29.9
261.155,1.472,29.8
261.16,1.513,29.8
261.165,1.488,29.9
261.17,1.47,29.8
261.175,1.484,29.8
261.18,1.518,29.9
261.185,1.488,29.9
261.19,1.463,29.9
261.195,1.48,29.9
261.2,1.518,29.9
261.205,1.494,29.9
261.21,1.476,29.9
261.215,1.494,29.9
261.22,1.536,29.9
261.225,1.509,30
261.23,1.489,30
261.235,1.505,30
261.24,1.542,30
261.245,1.51,30
261.25,1.492,29.9
261.255,1.511,29.9
261.26,1.545,29.9
261.265,1.52,29.9
261.27,1.506,30
261.275,1.531,30
261.28,1.577,30
261.285,1.57,30
261.29,1.578,30
261.295,1.605,30.1
261.3,1.635,30.1
261.305,1.591,30
261.31,1.561,30
261.315,1.578,29.9
261.32,1.597,30
261.325,1.544,29.9
261.33,1.502,30
261.335,1.501,30
261.34,1.532,30
261.345,1.508,30
261.35,1.494,30
261.355,1.518,30
261.36,1.55,30
261.365,1.518,30
261.37,1.502,30
261.375,1.524,30
261.38,1.56,30
261.385,1.521,30.1
261.39,1.503,30
261.395,1.524,30.1
261.4,1.558,30
261.405,1.503,30
261.41,1.43,30
261.415,1.394,30
261.42,1.448,30
261.425,1.59,30
261.43,1.855,30
261.435,2.276,30
261.44,2.734,30.1
261.445,3.019,30.1
261.45,3.07,30
261.455,2.931,30
261.46,2.622,30
261.465,1.893,30
261.47,1.244,30.1
261.475,0.938,30.1
261.48,0.814,30
261.485,0.754,30
261.49,0.74,30
261.495,0.735,30
261.5,0.731,30
261.505,0.702,30
261.51,0.735,30
261.515,0.737,30
261.52,0.78,30
261.525,0.778,30
261.53,0.879,30
261.535,1.109,30
261.54,1.371,30
261.545,1.534,30
261.55,1.652,30
261.555,1.741,30
261.56,1.796,30
261.565,1.774,30
261.57,1.773,30
261.575,1.798,30
261.58,1.825,30
261.585,1.805,29.9
261.59,1.809,29.9
261.595,1.826,29.9
261.6,1.853,29.9
261.605,1.825,30
261.61,1.824,29.9
261.615,1.855,29.9
261.62,1.891,29.9
261.625,1.861,29.9
261.63,1.861,29.9
261.635,1.903,29.9
261.64,1.95,29.9
261.645,1.937,29.9
261.65,1.949,29.9
261.655,1.996,29.9
261.66,2.051,29.9
261.665,2.045,29.9
261.67,2.054,29.9
261.675,2.102,29.9
261.68,2.163,29.9
261.685,2.167,29.9
261.69,2.187,29.9
261.695,2.236,30
261.7,2.274,29.9
261.705,2.25,29.9
261.71,2.255,29.9
261.715,2.278,29.9
261.72,2.282,29.9
261.725,2.219,29.9
261.73,2.174,30
261.735,2.154,29.9
261.74,2.115,29.9
261.745,2.018,29.9
261.75,1.958,29.8
261.755,1.928,29.8
261.76,1.885,29.8
261.765,1.795,29.7
261.77,1.744,29.8
261.775,1.732,29.8
261.78,1.72,29.8
261.785,1.638,29.8
261.79,1.595,29.8
261.795,1.598,29.9
261.8,1.595,29.8
261.805,1.53,29.9
261.81,1.508,29.8
261.815,1.526,29.7
261.82,1.537,29.7
261.825,1.498,29.7
261.83,1.497,29.8
261.835,1.514,29.8
261.84,1.514,29.8
261.845,1.47,29.8
261.85,1.464,29.7
261.855,1.504,29.7
261.86,1.51,29.7
261.865,1.46,29.7
261.87,1.449,29.7
261.875,1.486,29.7
261.88,1.504,29.7
261.885,1.459,29.8
261.89,1.453,29.8
261.895,1.482,29.8
261.9,1.492,29.8
261.905,1.446,29.8
261.91,1.443,29.7
261.915,1.476,29.7
261.92,1.494,29.8
261.925,1.456,29.7
261.93,1.451,29.7
261.935,1.47,29.8
261.94,1.48,29.8
261.945,1.435,29.8
261.95,1.438,29.8
261.955,1.468,29.7
261.96,1.482,29.7
261.965,1.451,29.7
261.97,1.451,29.7
261.975,1.48,29.7
261.98,1.482,29.7
261.985,1.441,29.7
261.99,1.435,29.7
261.995,1.468,29.7
262,1.481,29.8
262.005,1.448,29.7
262.01,1.454,29.7
262.015,1.482,29.6
262.02,1.478,29.6
262.025,1.435,29.6
262.03,1.443,29.6
262.035,1.481,29.7
262.04,1.494,29.7
262.045,1.461,29.7
262.05,1.458,29.7
262.055,1.492,29.7
262.06,1.494,29.6
262.065,1.457,29.6
262.07,1.464,29.6
262.075,1.503,29.6
262.08,1.511,29.7
262.085,1.464,29.7
262.09,1.459,29.7
262.095,1.5,29.7
262.1,1.519,29.6
262.105,1.488,29.6
262.11,1.482,29.6
262.115,1.514,29.6
262.12,1.52,29.6
262.125,1.48,29.5
262.13,1.494,29.6
262.135,1.538,29.4
262.14,1.546,29.4
262.145,1.498,29.4
262.15,1.503,29.4
262.155,1.542,29.4
262.16,1.558,29.4
262.165,1.53,29.4
262.17,1.556,29.4
262.175,1.612,29.3
262.18,1.624,29.2
262.185,1.587,29.2
262.19,1.582,29.1
262.195,1.611,29.1
262.2,1.609,29
262.205,1.559,29
262.21,1.54,28.9
262.215,1.553,28.8
262.22,1.532,28.9
262.225,1.482,28.9
262.23,1.489,28.9
262.235,1.534,28.9
262.24,1.538,28.9
262.245,1.494,28.9
262.25,1.497,28.9
262.255,1.53,28.9
262.26,1.527,28.8
262.265,1.492,28.8
262.27,1.498,28.7
262.275,1.538,28.7
262.28,1.542,28.8
262.285,1.508,28.8
262.29,1.494,28.8
262.295,1.48,28.8
262.3,1.427,28.7
262.305,1.423,28.7
262.31,1.614,28.7
262.315,1.921,28.7
262.32,2.284,28.7
262.325,2.61,28.6
262.33,2.874,28.7
262.335,2.945,28.7
262.34,2.789,28.6
262.345,2.425,28.7
262.35,1.764,28.6
262.355,1.242,28.7
262.36,0.96,28.6
262.365,0.803,28.6
262.37,0.804,28.6
262.375,0.865,28.7
262.38,0.839,28.7
262.385,0.771,28.7
262.39,0.799,28.7
262.395,0.881,28.6
262.4,0.851,28.6
262.405,0.818,28.7
262.41,0.858,28.7
262.415,0.994,28.8
262.42,1.156,28.9
262.425,1.325,28.9
262.43,1.533,28.9
262.435,1.704,29
262.44,1.76,29
262.445,1.739,28.9
262.45,1.754,28.9
262.455,1.801,28.9
262.46,1.801,28.9
262.465,1.766,29
262.47,1.786,29
262.475,1.838,29
262.48,1.834,29
262.485,1.794,29
262.49,1.811,29
262.495,1.87,29.1
262.5,1.877,29.1
262.505,1.85,29.1
262.51,1.871,29.1
262.515,1.928,29
262.52,1.928,29
262.525,1.894,29.1
262.53,1.914,29.1
262.535,1.98,29.3
262.54,1.996,29.2
262.545,1.986,29.2
262.55,2.027,29.2
262.555,2.085,29.1
262.56,2.097,29.2
262.565,2.082,29.2
262.57,2.128,29.2
262.575,2.2,29.1
262.58,2.205,29
262.585,2.179,29
262.59,2.202,29
262.595,2.243,29
262.6,2.231,29
262.605,2.179,28.9
262.61,2.163,28.9
262.615,2.172,28.9
262.62,2.109,28.8
262.625,2.006,28.7
262.63,1.967,28.6
262.635,1.969,28.6
262.64,1.917,28.6
262.645,1.831,28.5
262.65,1.789,28.4
262.655,1.791,28.4
262.66,1.741,28.2
262.665,1.672,28.2
262.67,1.659,28.2
262.675,1.669,28.2
262.68,1.626,28.1
262.685,1.562,28.1
262.69,1.558,28
262.695,1.586,28
262.7,1.55,28
262.705,1.498,27.9
262.71,1.498,27.9
262.715,1.538,27.8
262.72,1.52,27.8
262.725,1.473,27.7
262.73,1.48,27.7
262.735,1.526,27.7
262.74,1.511,27.7
262.745,1.47,27.7
262.75,1.478,27.6
262.755,1.516,27.6
262.76,1.502,27.6
262.765,1.458,27.5
262.77,1.469,27.5
262.775,1.51,27.5
262.78,1.492,27.5
262.785,1.448,27.5
262.79,1.457,27.4
262.795,1.501,27.4
262.8,1.476,27.4
262.805,1.44,27.4
262.81,1.456,27.4
262.815,1.503,27.4
262.82,1.488,27.4
262.825,1.448,27.5
262.83,1.459,27.5
262.835,1.503,27.5
262.84,1.484,27.5
262.845,1.444,27.5
262.85,1.46,27.6
262.855,1.506,27.6
262.86,1.484,27.6
262.865,1.444,27.6
262.87,1.467,27.6
262.875,1.511,27.7
262.88,1.489,27.7
262.885,1.449,27.7
262.89,1.465,27.8
262.895,1.502,27.8
262.9,1.485,27.9
262.905,1.452,27.9
262.91,1.466,27.9
262.915,1.515,27.9
262.92,1.506,27.9
262.925,1.465,27.9
262.93,1.474,27.8
262.935,1.523,27.8
262.94,1.505,27.8
262.945,1.471,27.8
262.95,1.492,27.9
262.955,1.539,27.8
262.96,1.518,27.8
262.965,1.482,27.8
262.97,1.492,27.7
262.975,1.541,27.7
262.98,1.521,27.8
262.985,1.486,27.8
262.99,1.507,27.8
262.995,1.554,27.8
263,1.526,27.8
263.005,1.486,27.7
263.01,1.506,27.7
263.015,1.572,27.7
263.02,1.569,27.7
263.025,1.55,27.7
263.03,1.582,27.7
263.035,1.636,27.6
263.04,1.623,27.7
263.045,1.575,27.7
263.05,1.576,27.7
263.055,1.612,27.7
263.06,1.574,27.6
263.065,1.514,27.6
263.07,1.501,27.6
263.075,1.547,27.6
263.08,1.537,27.6
263.085,1.508,27.5
263.09,1.508,27.5
263.095,1.545,27.5
263.1,1.525,27.5
263.105,1.503,27.5
263.11,1.516,27.6
263.115,1.565,27.6
263.12,1.545,27.6
263.125,1.509,27.7
263.13,1.521,27.7
263.135,1.564,27.7
263.14,1.545,27.7
263.145,1.506,27.7
263.15,1.482,27.6
263.155,1.482,27.6
263.16,1.471,27.6
263.165,1.563,27.6
263.17,1.805,27.6
263.175,2.171,27.6
263.18,2.515,27.6
263.185,2.774,27.6
263.19,2.889,27.6
263.195,2.833,27.5
263.2,2.57,27.5
263.205,1.986,27.5
263.21,1.345,27.5
263.215,1.035,27.5
263.22,0.855,27.5
263.225,0.812,27.5
263.23,0.871,27.4
263.235,0.915,27.4
263.24,0.888,27.4
263.245,0.873,27.5
263.25,0.934,27.5
263.255,0.958,27.5
263.26,0.919,27.5
263.265,0.9,27.5
263.27,0.97,27.5
263.275,1.137,27.5
263.28,1.288,27.5
263.285,1.455,27.6
263.29,1.622,27.6
263.295,1.758,27.5
263.3,1.759,27.5
263.305,1.73,27.4
263.31,1.754,27.4
263.315,1.812,27.4
263.32,1.795,27.4
263.325,1.781,27.4
263.33,1.804,27.5
263.335,1.857,27.5
263.34,1.843,27.5
263.345,1.819,27.6
263.35,1.83,27.6
263.355,1.877,27.6
263.36,1.865,27.7
263.365,1.843,27.6
263.37,1.874,27.6
263.375,1.928,27.6
263.38,1.913,27.5
263.385,1.904,27.6
263.39,1.938,27.7
263.395,2.01,27.7
263.4,2.006,27.7
263.405,1.988,27.7
263.41,2.034,27.7
263.415,2.113,27.8
263.42,2.109,27.8
263.425,2.098,27.8
263.43,2.137,27.8
263.435,2.21,27.7
263.44,2.208,27.7
263.445,2.193,27.7
263.45,2.208,27.8
263.455,2.24,27.8
263.46,2.207,27.8
263.465,2.167,27.7
263.47,2.155,27.7
263.475,2.155,27.7
263.48,2.074,27.7
263.485,1.997,27.8
263.49,1.965,27.8
263.495,1.956,27.8
263.5,1.88,27.9
263.505,1.802,27.9
263.51,1.769,27.8
263.515,1.77,27.7
263.52,1.713,27.8
263.525,1.648,27.7
263.53,1.631,27.8
263.535,1.639,27.8
263.54,1.588,27.8
263.545,1.541,27.8
263.55,1.542,27.8
263.555,1.57,27.8
263.56,1.538,27.8
263.565,1.511,27.8
263.57,1.523,27.7
263.575,1.559,27.8
263.58,1.522,27.7
263.585,1.502,27.7
263.59,1.511,27.8
263.595,1.542,27.7
263.6,1.505,27.7
263.605,1.48,27.7
263.61,1.502,27.7
263.615,1.542,27.8
263.62,1.499,27.8
263.625,1.464,27.8
263.63,1.472,27.7
263.635,1.505,27.7
263.64,1.48,27.7
263.645,1.468,27.7
263.65,1.486,27.7
263.655,1.52,27.7
263.66,1.498,27.7
263.665,1.474,27.7
263.67,1.485,27.7
263.675,1.529,27.7
263.68,1.5,27.7
263.685,1.48,27.7
263.69,1.489,27.6
263.695,1.512,27.6
263.7,1.476,27.5
263.705,1.451,27.6
263.71,1.472,27.5
263.715,1.524,27.6
263.72,1.496,27.6
263.725,1.471,27.7
263.73,1.484,27.6
263.735,1.518,27.7
263.74,1.492,27.7
263.745,1.484,27.7
263.75,1.506,27.7
263.755,1.539,27.7
263.76,1.503,27.7
263.765,1.477,27.7
263.77,1.488,27.7
263.775,1.53,27.6
263.78,1.506,27.7
263.785,1.488,27.7
263.79,1.488,27.6
263.795,1.511,27.7
263.8,1.476,27.7
263.805,1.463,27.6
263.81,1.49,27.7
263.815,1.539,27.6
263.82,1.515,27.6
263.825,1.494,27.6
263.83,1.517,27.6
263.835,1.55,27.6
263.84,1.516,27.6
263.845,1.488,27.7
263.85,1.506,27.6
263.855,1.558,27.7
263.86,1.549,27.6
263.865,1.552,27.6
263.87,1.585,27.6
263.875,1.621,27.6
263.88,1.588,27.6
263.885,1.562,27.6
263.89,1.566,27.7
263.895,1.594,27.7
263.9,1.558,27.7
263.905,1.524,27.7
263.91,1.525,27.7
263.915,1.542,27.6
263.92,1.504,27.6
263.925,1.498,27.6
263.93,1.515,27.6
263.935,1.553,27.7
263.94,1.526,27.7
263.945,1.511,27.7
263.95,1.53,27.7
263.955,1.557,27.7
263.96,1.521,27.7
263.965,1.506,27.7
263.97,1.525,27.7
263.975,1.562,27.7
263.98,1.52,27.7
263.985,1.493,27.7
263.99,1.478,27.7
263.995,1.465,27.8
264,1.441,27.8
264.005,1.552,27.8
264.01,1.796,27.7
264.015,2.141,27.7
264.02,2.493,27.6
264.025,2.804,27.6
264.03,2.965,27.6
264.035,2.934,27.6
264.04,2.666,27.6
264.045,2.069,27.6
264.05,1.399,27.6
264.055,1.064,27.6
264.06,0.876,27.7
264.065,0.843,27.6
264.07,0.901,27.7
264.075,0.937,27.7
264.08,0.901,27.7
264.085,0.919,27.7
264.09,0.99,27.6
264.095,1.001,27.6
264.1,0.942,27.6
264.105,0.953,27.6
264.11,1.028,27.6
264.115,1.181,27.6
264.12,1.32,27.6
264.125,1.476,27.6
264.13,1.617,27.7
264.135,1.702,27.6
264.14,1.704,27.6
264.145,1.712,27.7
264.15,1.75,27.7
264.155,1.792,27.7
264.16,1.764,27.7
264.165,1.754,27.6
264.17,1.782,27.6
264.175,1.814,27.6
264.18,1.789,27.6
264.185,1.787,27.7
264.19,1.816,27.6
264.195,1.843,27.7
264.2,1.823,27.6
264.205,1.838,27.6
264.21,1.869,27.6
264.215,1.906,27.6
264.22,1.889,27.7
264.225,1.89,27.6
264.23,1.924,27.6
264.235,1.964,27.6
264.24,1.949,27.6
264.245,1.977,27.6
264.25,2.031,27.6
264.255,2.074,27.7
264.26,2.071,27.6
264.265,2.101,27.7
264.27,2.147,27.7
264.275,2.188,27.6
264.28,2.175,27.6
264.285,2.182,27.5
264.29,2.22,27.5
264.295,2.244,27.6
264.3,2.183,27.6
264.305,2.144,27.6
264.31,2.134,27.6
264.315,2.107,27.6
264.32,2.013,27.6
264.325,1.953,27.6
264.33,1.931,27.6
264.335,1.903,27.6
264.34,1.813,27.6
264.345,1.757,27.6
264.35,1.742,27.5
264.355,1.716,27.6
264.36,1.651,27.6
264.365,1.615,27.7
264.37,1.604,27.7
264.375,1.583,27.7
264.38,1.524,27.7
264.385,1.5,27.7
264.39,1.504,27.6
264.395,1.503,27.6
264.4,1.466,27.6
264.405,1.459,27.6
264.41,1.486,27.7
264.415,1.502,27.6
264.42,1.46,27.6
264.425,1.453,27.7
264.43,1.481,27.6
264.435,1.502,27.6
264.44,1.468,27.6
264.445,1.462,27.5
264.45,1.49,27.6
264.455,1.492,27.7
264.46,1.45,27.7
264.465,1.446,27.7
264.47,1.474,27.7
264.475,1.481,27.7
264.48,1.437,27.6
264.485,1.44,27.7
264.49,1.474,27.6
264.495,1.489,27.5
264.5,1.451,27.6
264.505,1.448,27.6
264.51,1.485,27.6
264.515,1.499,27.6
264.52,1.452,27.6
264.525,1.439,27.6
264.53,1.468,27.6
264.535,1.478,27.6
264.54,1.44,27.7
264.545,1.442,27.7
264.55,1.472,27.7
264.555,1.48,27.7
264.56,1.443,27.7
264.565,1.441,27.7
264.57,1.472,27.7
264.575,1.476,27.8
264.58,1.444,27.7
264.585,1.449,27.7
264.59,1.482,27.7
264.595,1.486,27.7
264.6,1.448,27.7
264.605,1.458,27.7
264.61,1.488,27.8
264.615,1.489,27.8
264.62,1.45,27.8
264.625,1.454,27.9
264.63,1.494,27.8
264.635,1.508,27.9
264.64,1.468,27.9
264.645,1.465,27.9
264.65,1.498,27.9
264.655,1.504,27.9
264.66,1.474,27.9
264.665,1.497,27.9
264.67,1.548,27.9
264.675,1.566,27.9
264.68,1.542,27.9
264.685,1.555,28
264.69,1.588,28.1
264.695,1.588,28.1
264.7,1.534,28.1
264.705,1.515,28.2
264.71,1.522,28.2
264.715,1.498,28.2
264.72,1.45,28.2
264.725,1.46,28.2
264.73,1.502,28.1
264.735,1.51,28.2
264.74,1.474,28.3
264.745,1.485,28.3
264.75,1.524,28.4
264.755,1.522,28.3
264.76,1.477,28.4
264.765,1.49,28.4
264.77,1.526,28.4
264.775,1.53,28.5
264.78,1.492,28.5
264.785,1.498,28.5
264.79,1.508,28.5
264.795,1.456,28.5
264.8,1.387,28.6
264.805,1.45,28.6
264.81,1.677,28.6
264.815,1.941,28.6
264.82,2.276,28.6
264.825,2.672,28.7
264.83,2.98,28.7
264.835,3.035,28.7
264.84,2.851,28.7
264.845,2.466,28.7
264.85,1.763,28.8
264.855,1.223,28.8
264.86,0.928,28.7
264.865,0.83,28.7
264.87,0.885,28.8
264.875,0.897,28.8
264.88,0.847,28.8
264.885,0.851,28.9
264.89,0.932,28.9
264.895,0.97,28.9
264.9,0.909,28.9
264.905,0.927,28.9
264.91,1.006,28.9
264.915,1.093,28.9
264.92,1.205,28.9
264.925,1.387,28.9
264.93,1.576,29
264.935,1.671,29.1
264.94,1.675,29.1
264.945,1.684,29.2
264.95,1.74,29.2
264.955,1.754,29.2
264.96,1.726,29.3
264.965,1.75,29.2
264.97,1.801,29.3
264.975,1.793,29.3
264.98,1.758,29.3
264.985,1.776,29.3
264.99,1.827,29.3
264.995,1.821,29.3
265,1.788,29.3
265.005,1.81,29.3
265.01,1.879,29.3
265.015,1.881,29.3
265.02,1.854,29.3
265.025,1.87,29.3
265.03,1.928,29.3
265.035,1.942,29.3
265.04,1.935,29.3
265.045,1.987,29.4
265.05,2.06,29.4
265.055,2.079,29.4
265.06,2.07,29.4
265.065,2.116,29.4
265.07,2.182,29.4
265.075,2.19,29.4
265.08,2.163,29.3
265.085,2.192,29.4
265.09,2.25,29.4
265.095,2.248,29.5
265.1,2.2,29.5
265.105,2.189,29.5
265.11,2.187,29.5
265.115,2.127,29.5
265.12,2.036,29.5
265.125,1.992,29.5
265.13,1.985,29.5
265.135,1.912,29.5
265.14,1.811,29.5
265.145,1.775,29.5
265.15,1.771,29.5
265.155,1.714,29.5
265.16,1.635,29.5
265.165,1.615,29.5
265.17,1.632,29.5
265.175,1.587,29.5
265.18,1.518,29.6
265.185,1.506,29.5
265.19,1.536,29.5
265.195,1.51,29.6
265.2,1.464,29.5
265.205,1.471,29.6
265.21,1.509,29.6
265.215,1.486,29.6
265.22,1.437,29.6
265.225,1.441,29.6
265.23,1.48,29.5
265.235,1.461,29.6
265.24,1.428,29.6
265.245,1.443,29.6
265.25,1.484,29.7
265.255,1.468,29.7
265.26,1.427,29.6
265.265,1.435,29.6
265.27,1.478,29.6
265.275,1.47,29.6
265.28,1.434,29.6
265.285,1.447,29.6
265.29,1.494,29.6
265.295,1.482,29.6
265.3,1.444,29.7
265.305,1.453,29.7
265.31,1.494,29.7
265.315,1.474,29.7
265.32,1.43,29.7
265.325,1.435,29.7
265.33,1.476,29.8
265.335,1.466,29.8
265.34,1.438,29.7
265.345,1.451,29.7
265.35,1.489,29.6
265.355,1.472,29.6
265.36,1.44,29.7
265.365,1.448,29.7
265.37,1.494,29.7
265.375,1.48,29.8
265.38,1.447,29.8
265.385,1.456,29.9
265.39,1.497,29.9
265.395,1.478,29.9
265.4,1.444,29.8
265.405,1.456,29.8
265.41,1.496,29.8
265.415,1.476,29.8
265.42,1.447,29.8
265.425,1.457,29.8
265.43,1.502,29.8
265.435,1.49,29.8
265.44,1.457,29.8
265.445,1.474,29.8
265.45,1.528,29.8
265.455,1.506,29.9
265.46,1.46,29.9
265.465,1.47,29.8
265.47,1.526,29.9
265.475,1.514,29.9
265.48,1.489,29.9
265.485,1.51,29.9
265.49,1.542,29.8
265.495,1.51,29.9
265.5,1.48,29.9
265.505,1.497,29.9
265.51,1.562,29.8
265.515,1.562,29.8
265.52,1.547,29.8
265.525,1.577,29.9
265.53,1.623,30
265.535,1.599,30
265.54,1.554,30
265.545,1.564,29.9
265.55,1.59,30
265.555,1.542,29.9
265.56,1.492,30
265.565,1.496,29.9
265.57,1.542,29.9
265.575,1.522,29.9
265.58,1.484,29.8
265.585,1.498,29.8
265.59,1.55,29.8
265.595,1.53,29.8
265.6,1.497,29.9
265.605,1.513,29.9
265.61,1.561,29.9
265.615,1.542,29.9
265.62,1.514,29.8
265.625,1.524,29.9
265.63,1.567,29.9
265.635,1.522,30
265.64,1.441,30
265.645,1.418,30
265.65,1.504,30
265.655,1.659,30
265.66,1.9,30
265.665,2.296,30
265.67,2.752,30
265.675,3.029,30
265.68,3.049,30
265.685,2.908,30
265.69,2.586,30
265.695,1.839,30
265.7,1.226,30
265.705,0.942,30
265.71,0.843,30
265.715,0.811,30
